,0
816,"Wartburg College Campus, Fine Arts Center, STUDIO"
817,"1.00 1/6/2020 4/17/2020MU 380 B2 Applied Brass:French Horn Harris, Charles A. 98/100 Open"
818,"Wartburg College Campus, Fine Arts Center, STUDIO"
819,"1.00 1/6/2020 4/17/2020MU 380 B3 Applied Brass:Trombone Hancock, Craig A. 100/100 Open"
820,"Wartburg College Campus, Fine Arts Center, STUDIO"
821,"1.00 1/6/2020 4/17/2020MU 380 B4 Applied Brass:Trumpet Muntefering, Scott 100/100 Open"
822,"Wartburg College Campus, Fine Arts Center, PRACTICE ROOM"
823,"1.00 1/6/2020 4/17/2020MU 380 B5 Applied Brass:Tuba Hancock, Craig A. 100/100 Open"
824,"Wartburg College Campus, Fine Arts Center, STUDIO"
825,"1.00 1/6/2020 4/17/2020MU 380 P1 Applied Percussion Frost, Ryan J. 100/100 Open"
826,"Wartburg College Campus, Fine Arts Center, OFFICE"
827,"1.00 1/6/2020 4/17/2020MU 380 W1 Applied Woodwind:Bassoon Morton, Robert Gregory 100/100 Open"
828,"Wartburg College Campus, Fine Arts Center, OFFICE"
829,"1.00 1/6/2020 4/17/2020MU 380 W2 Applied Woodwind:Clarinet Wachmann, Eric J. 98/100 Open"
830,"Wartburg College Campus, Fine Arts Center, STUDIO"
831,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
832,"1.00 1/6/2020 4/17/2020MU 380 W3 Applied Woodwind:Flute Cawley, Dominique R. 100/100 Open"
833,"T 3:45 PM-4:45 PM; Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
834,"1.00 1/6/2020 4/17/2020MU 380 W4 Applied Woodwind:Oboe Morton, Robert Gregory 100/100 Open"
835,"Wartburg College Campus, Fine Arts Center, OFFICE"
836,"1.00 1/6/2020 4/17/2020MU 380 W5 Applied Woodwind:Saxophone Schumacker, Meghan 100/100 Open"
837,"Wartburg College Campus, Fine Arts Center, OFFICE"
838,"1.00 1/6/2020 4/17/2020MU 382 01 Music Therapy Practicum III Ashton, Barbara E. 20/20 Open"
839,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
840,"0.00 1/6/2020 4/17/2020MU 382 02 Music Therapy Practicum III Woodward, Alpha M. Ashton, Barbara E. 20/20 Open"
841,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
842,"0.00 1/6/2020 4/17/2020MU 382 03 Music Therapy Practicum III Rewerts, Kara R. Ashton, Barbara E. Woodward, Alpha M. 20/20 Open"
843,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
844,"0.00 1/6/2020 4/17/2020MU 382 04 Music Therapy Practicum III Grimm, Megan M. Ashton, Barbara E. Woodward, Alpha M. 20/20 Open"
845,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
846,"0.00 1/6/2020 4/17/2020MU 382 05 Music Therapy Practicum III Idler, Kathryn E. Ashton, Barbara E. Woodward, Alpha M. 20/20 Open"
847,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
848,"0.00 1/6/2020 4/17/2020MU 382 06 Music Therapy Practicum III Cota, Mikayla A. Ashton, Barbara E. Woodward, Alpha M. 20/20 Open"
849,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
850,"0.00 1/6/2020 4/17/2020MU 383 01 Music Therapy Practicum IV Ashton, Barbara E. Woodward, Alpha M. 18/20 Open"
851,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
852,"0.00 1/6/2020 4/17/2020MU 383 02 Music Therapy Practicum IV Woodward, Alpha M. Ashton, Barbara E. 19/20 Open"
853,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
854,"0.00 1/6/2020 4/17/2020MU 383 03 Music Therapy Practicum IV Rewerts, Kara R. Ashton, Barbara E. Woodward, Alpha M. 17/20 Open"
855,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
856,"0.00 1/6/2020 4/17/2020MU 383 04 Music Therapy Practicum IV Grimm, Megan M. Ashton, Barbara E. Woodward, Alpha M. 20/20 Open"
857,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
858,"0.00 1/6/2020 4/17/2020MU 383 05 Music Therapy Practicum IV Idler, Kathryn E. Ashton, Barbara E. Woodward, Alpha M. 14/20 Open"
859,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
860,"0.00 1/6/2020 4/17/2020MU 383 06 Music Therapy Practicum IV Cota, Mikayla A. Ashton, Barbara E. Woodward, Alpha M. 16/20 Open"
861,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
862,"0.00 1/6/2020 4/17/2020MU 390 G1 Applied Guitar Sanders, Matthew L. 50/50 Open"
863,"TW; Wartburg College Campus, Fine Arts Center"
864,"1.00 1/6/2020 4/17/2020MU 390 S1 Applied Strings:Cello Lebedeva, Liudmila V. 100/100 Open"
865,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center"
866,"1.00 1/6/2020 4/17/2020MU 390 S2 Applied Strings:Viola Stapleton, Samuel J. 100/100 Open"
867,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center, STUDIO"
868,"1.00 1/6/2020 4/17/2020MU 390 S3 Applied Strings:Violin Stapleton, Samuel J. 100/100 Open"
869,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center, STUDIO"
870,"1.00 1/6/2020 4/17/2020MU 390 S4 Applied Strings: Bass Jensen, Lauren E. 9/10 Open"
871,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center"
872,"1.00 1/6/2020 4/17/2020MU 405 01 Music Therapy Internship Woodward, Alpha M. 90/99 Open"
873,"1.00 1/6/2020 4/17/2020MU 409 10 Contemporary Issues:Music Education Toliver, Nicki L. Muntefering, Scott 2/20 Open"
874,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
875,"0.50 1/6/2020 2/18/2020MU 410 20 Current Issues in Music Therapy Woodward, Alpha M. 9/20 Open"
876,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
877,"0.50 2/19/2020 4/17/2020MU 485 01 Music Therapy Practicum V Ashton, Barbara E. Woodward, Alpha M. 12/20 Open"
878,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
879,"0.00 1/6/2020 4/17/2020MU 485 02 Music Therapy Practicum V Woodward, Alpha M. Ashton, Barbara E. 18/20 Open"
880,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
881,"0.00 1/6/2020 4/17/2020MU 485 03 Music Therapy Practicum V Rewerts, Kara R. Ashton, Barbara E. Woodward, Alpha M. 20/20 Open"
882,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
883,"0.00 1/6/2020 4/17/2020MU 485 04 Music Therapy Practicum V Grimm, Megan M. Ashton, Barbara E. Woodward, Alpha M. 20/20 Open"
884,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
885,"0.00 1/6/2020 4/17/2020MU 485 05 Music Therapy Practicum V Idler, Kathryn E. Ashton, Barbara E. Woodward, Alpha M. 20/20 Open"
886,"W 7:30 PM-8:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
887,"0.00 1/6/2020 4/17/2020NSC 135 01 Biology of the Mind Larimer Bousquet, Samantha C. 0/24 Full"
888,"MWF 1:15 PM-2:20 PM; Wartburg College Campus, Science Center, Classroom"
889,"1.00 1/6/2020 4/17/2020NSC 135 01 L Biology of the Mind Lab Larimer Bousquet, Samantha C. 0/24 Full"
890,"T 9:35 AM-11:15 AM; Wartburg College Campus, Science Center, Biology Room"
891,"0.00 1/6/2020 4/17/2020NSC 455 01 Methods of Neuroscience Research Ventullo, Roy M. McClung, J. Keith 0/8 Full"
892,"T 6:30 PM-7:35 PM; Wartburg College Campus, Science Center, Lecture Room"
893,"0.50 1/6/2020 4/17/2020NSC 456 01 Student-Originated Research Ventullo, Roy M. McClung, J. Keith 0/8 Full"
894,"T 7:45 PM-8:50 PM; Wartburg College Campus, Science Center, Lecture Room"
895,"0.50 1/6/2020 4/17/2020NSC 461 01 Neuroscience Seminar Larimer Bousquet, Samantha C. 0/18 Full"
896,"T 7:45 AM-9:25 AM; Wartburg College Campus, Science Center, Classroom"
897,"0.50 1/6/2020 4/17/2020PBH 101 01 Introduction to Public Health Prather-O'Kane, Arlene F. 0/30 Full"
898,"T 6:30 PM-9:30 PM; Wartburg College Campus, Science Center, Classroom"
899,"1.00 1/6/2020 4/17/2020PBH 455 01 Applied Public Health Research Bechtel, Michael D. 9/12 Open"
900,"1.00 1/6/2020 4/17/2020PE 100 10 Lifetime Wellness Walker, Jennifer L. TBA, TBA TBA 0/25 Full"
901,"MW 7:45 AM-8:50 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
902,"H 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
903,"0.50 1/6/2020 2/18/2020PE 100 11 Lifetime Wellness Dolly, Alexander W. TBA, TBA TBA 0/25 Full"
904,"MW 9:00 AM-10:05 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
905,"H 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
906,"0.50 1/6/2020 2/18/2020PE 100 12 Lifetime Wellness Dietz Parsons, Patricia R. TBA, TBA TBA 2/25 Open"
907,"MW 10:45 AM-11:50 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
908,"H 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
909,"0.50 1/6/2020 2/18/2020PE 100 14 Lifetime Wellness Dolly, Alexander W. TBA, TBA TBA 0/25 Full"
910,"MW 1:15 PM-2:20 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
911,"H 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
912,"0.50 1/6/2020 2/18/2020PE 100 21 Lifetime Wellness Tschetter, Matthew A. TBA, TBA TBA 6/25 Open"
913,"MW 9:00 AM-10:05 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
914,"T 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
915,"0.50 2/19/2020 4/17/2020PE 100 23 Lifetime Wellness Tschetter, Matthew A. TBA, TBA TBA 0/25 Full"
916,"MW 12:00 PM-1:05 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
917,"T 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
918,"0.50 2/19/2020 4/17/2020PE 100 24 Lifetime Wellness Toohey, Patrick M. TBA, TBA TBA 1/25 Open"
919,"MW 1:15 PM-2:20 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
920,"T 2:50 PM-3:40 PM; Wartburg College Campus, Science Center, Lecture Room"
921,"0.50 2/19/2020 4/17/2020PE 155 01 Care & Prevention:Athletic Injuries Walsh, Katelynn M. 1/25 Open"
922,"TH 7:45 AM-9:25 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
923,"1.00 1/6/2020 4/17/2020PE 210 01 R Motor Learning Kragness, David L. 0/1 Full"
924,"0.50 1/6/2020 4/17/2020PE 252 01 Phys Educ for Elementary Grades Sinram, Michael H. Chapman, Rachael M. 18/25 Open"
925,"H 6:30 PM-9:30 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
926,"1.00 1/6/2020 4/17/2020PE 300 01 Contemporary Issues in Sport Mgmt Chapman, Rachael M. 4/25 Open"
927,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
928,"1.00 1/6/2020 4/17/2020PE 351 10 Kinesiology Drees, Daniel J. 0/25 Full"
929,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, DIVIDABLE CLASSROOM"
930,"0.50 1/6/2020 2/18/2020PE 353 20 Tests and Measurement Callahan, Ryan 12/25 Open"
931,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, DIVIDABLE CLASSROOM"
932,"0.50 2/19/2020 4/17/2020PE 354 10 Adaptive PE & Fitness Sinram, Michael H. 12/25 Open"
933,"TH 9:35 AM-11:15 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
934,"0.50 1/6/2020 2/18/2020PE 355 20 Biomechanics of Human Movement Dietz Parsons, Patricia R. 20/30 Open"
935,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
936,"0.50 2/19/2020 4/17/2020PE 356 20 Strength and Conditioning Toohey, Patrick M. 15/25 Open"
937,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
938,"0.50 2/19/2020 4/17/2020PE 357 01 Essentials of Strength Training Dietz Parsons, Patricia R. 16/25 Open"
939,"MWF 7:45 AM-8:50 AM; Wartburg College Campus, Wartburg-Waverly Sports & Wellness Center, CLASSROOM"
940,"1.00 1/6/2020 4/17/2020PE 458 10 Fitness Management Seminar Chapman, Rachael M. 19/25 Open"
941,"0.50 1/6/2020 2/18/2020PE 471 01 N Intern: UNI Athletic Dept. Chapman, Rachael M. 0/1 Full"
942,"1.00 1/6/2020 4/17/2020PE 471 02 N Internship; Norwalk Youth Wresting Chapman, Rachael M. 0/1 Full"
943,"0.50 1/6/2020 4/17/2020PE 471 03 N Internship TRIBYKNIGHT Race Chapman, Rachael M. 0/1 Full"
944,"1.00 1/6/2020 4/17/2020PE 471 04 N Internship Excercise Sci. Wartburg Chapman, Rachael M. 0/1 Full"
945,"1.00 1/6/2020 4/17/2020PE 471 05 N InternshipWartburg Intramurals Chapman, Rachael M. 0/1 Full"
946,"1.00 1/6/2020 4/17/2020PE 471 06 N Internship Wtbrg Soccer M&W Chapman, Rachael M. 0/1 Full"
947,"1.00 1/6/2020 4/17/2020PE 471 07 N Internship Wartburg Track and Field Chapman, Rachael M. 0/1 Full"
948,"1.00 1/6/2020 4/17/2020PH 101 01 Introduction to Philosophy Schenkewitz, Kyle A. 0/18 Full"
949,Online;
950,"1.00 1/6/2020 4/17/2020PH 307 01 Philosophy of Religion Schenkewitz, Kyle A. 1/25 Open"
951,"TH 9:35 AM-11:15 AM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
952,"1.00 1/6/2020 4/17/2020PHY 102 01 General Physics II Figura, Charles 18/40 Open"
953,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Science Center, Classroom"
954,"1.00 1/6/2020 4/17/2020PHY 102 01 L General Physics II Lab 1 Bousquet, Benjamin D. 13/20 Open"
955,"H 7:45 AM-9:25 AM; Wartburg College Campus, Science Center, Physics Room"
956,"0.00 1/6/2020 4/17/2020PHY 102 02 L General Physics II Lab 2 Bousquet, Benjamin D. 5/20 Open"
957,"H 9:35 AM-11:15 AM; Wartburg College Campus, Science Center, Physics Room"
958,"0.00 1/6/2020 4/17/2020PHY 130 01 R Physics of Ordinary Things Bechtel, Michael D. 0/1 Full"
959,"1.00 1/6/2020 4/17/2020PHY 130 0R L Physics of Ordinary Things Lab Bechtel, Michael D. 0/1 Full"
960,"0.00 1/6/2020 4/17/2020PHY 150 01 Science for Society Bousquet, Benjamin D. 0/24 Full"
961,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Science Center, Biology Room"
962,"1.00 1/6/2020 4/17/2020PHY 150 02 Science for Society Wright, Janell C. 0/24 Full"
963,"MWF 2:30 PM-3:35 PM; Wartburg College Campus, Science Center, Biology Room"
964,"1.00 1/6/2020 4/17/2020PHY 175 01 Astrobiology: Search For Alien Life Figura, Charles 2/35 Open"
965,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Science Center, Lecture Room"
966,"1.00 1/6/2020 4/17/2020PHY 175 01 L Astrobio: Search For Alien Life Lab Figura, Charles 2/35 Open"
967,"H 1:00 PM-2:40 PM; Wartburg College Campus, Science Center, Lecture Room"
968,"0.00 1/6/2020 4/17/2020PHY 204 01 Classical Physics II Bousquet, Benjamin D. 9/20 Open"
969,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Science Center, Classroom"
970,"1.00 1/6/2020 4/17/2020PHY 204 01 L Classical Physics II Lab 1 Bousquet, Benjamin D. 9/20 Open"
971,"T 7:45 AM-9:25 AM; Wartburg College Campus, Science Center, Physics Room"
972,"0.00 1/6/2020 4/17/2020PHY 305 01 Electronics Black, Daniel W. 36/36 Open"
973,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Science Center, Classroom"
974,"1.00 1/6/2020 4/17/2020PHY 370 01 R Topics in Astrophysics Figura, Charles 0/2 Full"
975,"1.00 1/6/2020 4/17/2020PJ 371 01 N InternshipUnited Equip Accesso Crouse, Justin D. 0/1 Full"
976,"1.00 1/6/2020 4/17/2020PJ 460 10 Building Peace and Justice Schenkewitz, Kyle A. 20/25 Open"
977,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
978,"0.50 1/6/2020 2/18/2020PJ 461 20 Research in Peace and Justice Schenkewitz, Kyle A. 20/25 Open"
979,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
980,"0.50 2/19/2020 4/17/2020PS 101 01 Introduction to American Politics Billet, Bret L. 19/30 Open"
981,"M 6:30 PM-9:30 PM; Wartburg College Campus, Classroom Technology Center, Classroom"
982,"1.00 1/6/2020 4/17/2020PS 304 01 The Developing World Billet, Bret L. 11/25 Open"
983,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Whitehouse Business Center, Classroom"
984,"1.00 1/6/2020 4/17/2020PS 310 01 Policy Formulation Adm and Analysis Brooks, Stefan M. 3/20 Open"
985,Online;
986,"1.00 1/6/2020 4/17/2020PS 421 01 Adv Research Meth & Data Analysis Bane, Cynthia M.H. 8/8 Open"
987,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
988,"1.00 1/6/2020 4/17/2020PS 421 02 Adv Research Meth & Data Analysis Munir, Shaheen S. 7/8 Full"
989,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
990,"1.00 1/6/2020 4/17/2020PS 421 03 Adv Research Meth & Data Analysis Reiher, Todd C. 8/8 Open"
991,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
992,"1.00 1/6/2020 4/17/2020PS 460 01 Perspectives in Political Science Billet, Bret L. 12/20 Open"
993,"T 6:30 PM-9:30 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
994,"1.00 1/6/2020 4/17/2020PSY 101 01 Introduction to Psychology Bane, Cynthia M.H. 25/80 Open"
995,"TH 7:45 AM-9:25 AM; Wartburg College Campus, Whitehouse Business Center, LECTURE ROOM"
996,"1.00 1/6/2020 4/17/2020PSY 101 03 Introduction to Psychology Ribich, Fred D. 0/40 Full"
997,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Whitehouse Business Center, CLASSROOM"
998,"1.00 1/6/2020 4/17/2020PSY 210 10 Child Development Munir, Shaheen S. 20/30 Open"
999,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1000,"0.50 1/6/2020 2/18/2020PSY 211 20 Adolescent Development Munir, Shaheen S. 20/30 Open"
1001,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1002,"0.50 2/19/2020 4/17/2020PSY 224 01 Abnormal Psychology Reiher, Todd C. 0/30 Full"
1003,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1004,"1.00 1/6/2020 4/17/2020PSY 225 01 Life-Span Human Development Munir, Shaheen S. 1/30 Open"
1005,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Classroom Technology Center, Classroom"
1006,"1.00 1/6/2020 4/17/2020PSY 225 01 R Life-Span Human Development Munir, Shaheen S. 0/1 Full"
1007,"1.00 1/6/2020 4/17/2020PSY 229 01 Theories of Personality Bane, Cynthia M.H. 0/30 Full"
1008,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1009,"1.00 1/6/2020 4/17/2020PSY 270 10 Perspectives in Psychology I Bane, Cynthia M.H. 0/15 Full"
1010,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1011,"0.50 1/6/2020 2/18/2020PSY 381 01 W Field Experience Urban Peak Lorenz, Gregory F. 0/1 Full"
1012,"2.00 1/6/2020 4/17/2020PSY 421 01 Adv Research Meth & Data Analysis Bane, Cynthia M.H. 1/8 Open"
1013,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1014,"1.00 1/6/2020 4/17/2020PSY 421 02 Adv Research Meth & Data Analysis Munir, Shaheen S. 0/8 Full"
1015,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1016,"1.00 1/6/2020 4/17/2020PSY 421 03 Adv Research Meth & Data Analysis Reiher, Todd C. 4/8 Open"
1017,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1018,"1.00 1/6/2020 4/17/2020PSY 422 01 Advanced Cognitive Psychology Reiher, Todd C. 10/12 Open"
1019,"M 6:30 PM-9:30 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1020,"1.00 1/6/2020 4/17/2020PSY 423 01 Advanced Social Psychology Reiher, Todd C. 11/12 Open"
1021,"M 6:30 PM-9:30 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1022,"1.00 1/6/2020 4/17/2020PSY 424 01 Advanced Clinical Psychology Reiher, Todd C. 10/12 Open"
1023,"M 6:30 PM-9:30 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1024,"1.00 1/6/2020 4/17/2020PSY 425 01 Advanced Human Development Reiher, Todd C. 9/12 Open"
1025,"M 6:30 PM-9:30 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1026,"1.00 1/6/2020 4/17/2020PSY 426 01 Advanced Neuropsychology Reiher, Todd C. 6/12 Open"
1027,"M 6:30 PM-9:30 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1028,"1.00 1/6/2020 4/17/2020PSY 470 20 Perspective in Psych II Reiher, Todd C. 0/15 Full"
1029,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Luther Hall, CLASSROOM"
1030,"0.50 2/19/2020 4/17/2020RE 101 01 Lit of Old & New Testament Wendland, Kristin J. 0/30 Full"
1031,"MWF 7:45 AM-8:50 AM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
1032,"1.00 1/6/2020 4/17/2020RE 101 02 Lit of Old & New Testament Schedtler, Justin P. 0/30 Full"
1033,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
1034,"1.00 1/6/2020 4/17/2020RE 101 03 Lit of Old & New Testament Schedtler, Justin P. 0/30 Full"
1035,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
1036,"1.00 1/6/2020 4/17/2020RE 101 04 Lit of Old & New Testament Wendland, Kristin J. 0/30 Waitlisted"
1037,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
1038,"1.00 1/6/2020 4/17/2020RE 101 05 Lit of Old & New Testament Schenkewitz, Kyle A. 0/30 Waitlisted"
1039,"MWF 1:15 PM-2:20 PM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
1040,"1.00 1/6/2020 4/17/2020RE 101 06 Lit of Old & New Testament Fever, Kyle T. 0/30 Full"
1041,"H 6:30 PM-9:30 PM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
1042,"1.00 1/6/2020 4/17/2020RE 101 07 Lit of Old & New Testament Fever, Kyle T. 0/18 Full"
1043,Online;
1044,"1.00 1/6/2020 4/17/2020RE 202 01 World Religions in Dialogue Noh, Minjung 0/25 Full"
1045,"MWF 7:45 AM-8:50 AM; Wartburg College Campus, Grossmann Hall, Grossmann Hall Lower Level - No windows"
1046,"1.00 1/6/2020 4/17/2020RE 202 02 World Religions in Dialogue Noh, Minjung 0/25 Full"
1047,"MWF 1:15 PM-2:20 PM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
1048,"1.00 1/6/2020 4/17/2020RE 304 01 R Lutheran Heritage Riswold, Caryn D. 0/3 Full"
1049,"1.00 1/6/2020 4/17/2020RE 307 01 Philosophy of Religion Schenkewitz, Kyle A. 3/25 Open"
1050,"TH 9:35 AM-11:15 AM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
1051,"1.00 1/6/2020 4/17/2020RE 310 01 Living with Death Wendland, Kristin J. 0/35 Full"
1052,"TH 9:35 AM-11:15 AM; Wartburg College Campus, Grossmann Hall, Grossmann Hall Lower Level - No windows"
1053,"1.00 1/6/2020 4/17/2020RE 340 01 Islam and the Modern World Noh, Minjung 0/25 Full"
1054,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
1055,"1.00 1/6/2020 4/17/2020RE 360 01 R Readings in Liturgical Theology Black, Karen E. 0/1 Full"
1056,"0.50 1/6/2020 4/17/2020RE 374 01 Church Leadership After Christendom Beckstrom, Brian A.F. 2/20 Open"
1057,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Grossmann Hall, CLASSROOM"
1058,"1.00 1/6/2020 4/17/2020RE 450 01 I Ind Study: Theosis & New Test II Fever, Kyle T. 0/1 Full"
1059,"1.00 1/6/2020 4/17/2020RE 460 01 Church in the Modern World Riswold, Caryn D. 17/25 Open"
1060,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Grossmann Hall, Grossmann Hall Lower Level - No windows"
1061,"1.00 1/6/2020 4/17/2020SCH 115 10 Opportunities Seminar Zart, Leilani 11/25 Open"
1062,"M 6:30 PM-8:10 PM; Wartburg College Campus, Science Center, Classroom"
1063,"0.25 1/6/2020 2/18/2020SCH 115 20 Opportunities Seminar Zart, Leilani 8/25 Open"
1064,"W 6:30 PM-8:10 PM; Wartburg College Campus, Science Center, Classroom"
1065,"0.25 2/19/2020 4/17/2020SCH 202 01 Living in a Diverse World (Honors): Stardom and Scandal Clark, Rachel E. 17/25 Open"
1066,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1067,"1.00 1/6/2020 4/17/2020SO 101 01 Introduction to Sociology Sundblad, Daniel R. 0/30 Full"
1068,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1069,"1.00 1/6/2020 4/17/2020SO 101 02 Introduction to Sociology McQueen, John B. 0/30 Full"
1070,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Science Center, Lecture Room"
1071,"1.00 1/6/2020 4/17/2020SO 302 01 Communities Sundblad, Daniel R. 17/35 Open"
1072,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Luther Hall, CLASSROOM"
1073,"1.00 1/6/2020 4/17/2020SO 421 01 Adv Research Meth & Data Analysis Bane, Cynthia M.H. 8/8 Open"
